,timestamp,model,object_category,time taken [ms],success
0,2023-06-01 00:01:00,model2,cat5,113.48394963851177,False
1,2023-06-01 00:01:00,model3,cat1,35.963676169031615,True
2,2023-06-01 00:03:00,model3,cat1,36.592723309564015,True
3,2023-06-01 00:03:00,model2,cat1,49.70841831642077,True
4,2023-06-01 00:04:00,model2,cat4,5.167378279550324,False
5,2023-06-01 00:05:00,model2,cat4,5.241700738182015,True
6,2023-06-01 00:08:00,model3,cat1,38.596280928581585,True
7,2023-06-01 00:08:00,model2,cat5,111.8231166134695,True
8,2023-06-01 00:16:00,model2,cat3,404.89065921173346,False
9,2023-06-01 00:16:00,model1,cat2,97.71797667934425,True
10,2023-06-01 00:19:00,model2,cat4,4.677148468980956,False
11,2023-06-01 00:19:00,model2,cat4,5.147171257051895,False
12,2023-06-01 00:22:00,model1,cat2,99.64264843605409,False
13,2023-06-01 00:23:00,model1,cat4,10.760109310303061,False
14,2023-06-01 00:23:00,model3,cat5,150.17581422017267,True
15,2023-06-01 00:27:00,model1,cat1,62.69042465120245,True
16,2023-06-01 00:29:00,model1,cat5,186.78144478733225,True
17,2023-06-01 00:30:00,model1,cat5,187.93841309712687,True
18,2023-06-01 00:30:00,model3,cat2,74.9579778714451,True
19,2023-06-01 00:31:00,model1,cat5,186.88631799883183,True
20,2023-06-01 00:32:00,model2,cat4,3.5347841206045523,False
21,2023-06-01 00:33:00,model2,cat1,49.924140519132926,False
22,2023-06-01 00:34:00,model3,cat1,39.54504087840864,True
23,2023-06-01 00:37:00,model3,cat4,13.974354485509117,False
24,2023-06-01 00:39:00,model2,cat4,4.115466997227772,False
25,2023-06-01 00:41:00,model2,cat2,125.2708927074759,True
26,2023-06-01 00:45:00,model1,cat5,187.0790469355704,True
27,2023-06-01 00:47:00,model3,cat3,270.1058488639544,True
28,2023-06-01 00:48:00,model3,cat1,37.858715387472294,False
29,2023-06-01 00:54:00,model1,cat1,62.92133147743898,True
30,2023-06-01 00:54:00,model1,cat5,188.19392233822106,True
31,2023-06-01 00:56:00,model2,cat4,2.5849263313314035,False
32,2023-06-01 00:57:00,model3,cat4,14.886881119106786,False
33,2023-06-01 01:02:00,model3,cat2,75.19864165827224,True
34,2023-06-01 01:02:00,model1,cat3,223.78543617942321,True
35,2023-06-01 01:04:00,model1,cat4,8.797208723147323,False
36,2023-06-01 01:05:00,model1,cat2,100.11656348294918,False
37,2023-06-01 01:05:00,model2,cat1,50.988520437161,True
38,2023-06-01 01:06:00,model1,cat4,10.3084249169922,False
39,2023-06-01 01:07:00,model1,cat1,63.54110463673915,False
40,2023-06-01 01:07:00,model2,cat2,123.95274303494782,False
41,2023-06-01 01:07:00,model3,cat4,15.277795659771302,False
42,2023-06-01 01:08:00,model1,cat4,10.676403121708983,False
43,2023-06-01 01:08:00,model2,cat4,5.498322382403842,False
44,2023-06-01 01:09:00,model1,cat2,102.7787397968672,True
45,2023-06-01 01:11:00,model3,cat4,14.078980308872222,False
46,2023-06-01 01:12:00,model1,cat5,187.93410229195845,True
47,2023-06-01 01:12:00,model1,cat4,9.236655441359275,True
48,2023-06-01 01:14:00,model2,cat5,113.31991636061356,False
49,2023-06-01 01:15:00,model2,cat5,113.23676773905059,True
50,2023-06-01 01:16:00,model2,cat1,48.4571014223733,True
51,2023-06-01 01:17:00,model2,cat2,124.76850995888714,True
52,2023-06-01 01:17:00,model3,cat3,268.4778999669358,False
53,2023-06-01 01:18:00,model1,cat1,62.95226384950136,True
54,2023-06-01 01:19:00,model2,cat2,126.3453915065548,True
55,2023-06-01 01:20:00,model1,cat2,103.22616931805989,True
56,2023-06-01 01:21:00,model2,cat5,111.99331974043632,True
57,2023-06-01 01:23:00,model3,cat3,269.4894789008891,False
58,2023-06-01 01:24:00,model1,cat3,225.19169366906544,True
59,2023-06-01 01:25:00,model3,cat4,16.024827078718527,False
60,2023-06-01 01:25:00,model2,cat2,123.86937294190673,True
61,2023-06-01 01:25:00,model3,cat4,14.789533558058983,False
62,2023-06-01 01:25:00,model2,cat2,124.30695998209416,False
63,2023-06-01 01:27:00,model2,cat2,125.03123818448987,True
64,2023-06-01 01:31:00,model3,cat2,75.18886015901607,True
65,2023-06-01 01:32:00,model3,cat3,270.8318854445522,False
66,2023-06-01 01:32:00,model2,cat5,114.07906923897103,True
67,2023-06-01 01:34:00,model2,cat4,5.468186525200561,False
68,2023-06-01 01:34:00,model2,cat1,50.70411467244006,True
69,2023-06-01 01:35:00,model1,cat3,222.5826032444515,True
70,2023-06-01 01:35:00,model2,cat1,50.30299234562822,False
71,2023-06-01 01:38:00,model2,cat4,5.655129534846496,False
72,2023-06-01 01:39:00,model1,cat2,98.98716885254596,True
73,2023-06-01 01:39:00,model1,cat3,225.6980336544111,True
74,2023-06-01 01:39:00,model2,cat4,5.112439056835377,False
75,2023-06-01 01:40:00,model1,cat4,9.149245708539965,False
76,2023-06-01 01:42:00,model3,cat5,150.85787844733633,True
77,2023-06-01 01:43:00,model1,cat5,186.74287400381453,True
78,2023-06-01 01:43:00,model1,cat4,9.356365532647303,False
79,2023-06-01 01:45:00,model3,cat3,269.25559066600175,False
80,2023-06-01 01:46:00,model2,cat4,6.040891374786882,False
81,2023-06-01 01:47:00,model1,cat1,61.472077615927645,True
82,2023-06-01 01:47:00,model2,cat5,111.88967482228341,True
83,2023-06-01 01:48:00,model2,cat4,4.811108379418845,False
84,2023-06-01 01:49:00,model1,cat2,99.0884835949015,False
85,2023-06-01 01:50:00,model1,cat5,187.38332643980178,True
86,2023-06-01 01:52:00,model3,cat4,16.335141509818158,False
87,2023-06-01 01:54:00,model1,cat2,99.43436932574983,False
88,2023-06-01 01:55:00,model1,cat4,8.666283916039827,False
89,2023-06-01 01:58:00,model3,cat4,15.617129187886846,False
90,2023-06-01 01:59:00,model3,cat2,72.63959791602845,True
91,2023-06-01 02:00:00,model3,cat1,37.679770252992896,True
92,2023-06-01 02:03:00,model2,cat3,405.0538034861615,False
93,2023-06-01 02:03:00,model2,cat5,112.57371986925295,True
94,2023-06-01 02:03:00,model2,cat3,403.4520485947927,False
95,2023-06-01 02:04:00,model3,cat4,15.374166909922762,False
96,2023-06-01 02:05:00,model2,cat4,4.639008216668698,False
97,2023-06-01 02:05:00,model3,cat4,16.404382391428285,False
98,2023-06-01 02:06:00,model1,cat3,223.88928440807845,True
99,2023-06-01 02:06:00,model3,cat2,75.08854234402287,True
100,2023-06-01 02:09:00,model3,cat5,151.56559998453227,False
101,2023-06-01 02:09:00,model1,cat5,187.4613712736642,True
102,2023-06-01 02:12:00,model2,cat4,7.512717429276993,False
103,2023-06-01 02:15:00,model1,cat3,224.42910427024387,False
104,2023-06-01 02:20:00,model2,cat1,49.46605707565206,True
105,2023-06-01 02:23:00,model2,cat3,403.7719933193257,False
106,2023-06-01 02:23:00,model2,cat3,404.860364107357,False
107,2023-06-01 02:24:00,model3,cat4,15.27010732336041,False
108,2023-06-01 02:25:00,model1,cat2,98.84411917388336,True
109,2023-06-01 02:28:00,model2,cat3,405.85954651401886,True
110,2023-06-01 02:29:00,model2,cat1,50.01048816294244,False
111,2023-06-01 02:30:00,model1,cat5,188.4010619408982,True
112,2023-06-01 02:34:00,model2,cat5,111.10540274600343,True
113,2023-06-01 02:35:00,model1,cat3,225.74272505180275,False
114,2023-06-01 02:35:00,model3,cat3,270.5714042741302,True
115,2023-06-01 02:36:00,model1,cat2,99.60728363957116,True
116,2023-06-01 02:40:00,model1,cat3,222.88022457925152,True
117,2023-06-01 02:41:00,model3,cat3,269.52443722796824,False
118,2023-06-01 02:41:00,model2,cat5,111.39522645530657,True
119,2023-06-01 02:43:00,model1,cat3,224.4718902733269,False
120,2023-06-01 02:49:00,model2,cat2,124.71587218089614,True
121,2023-06-01 02:51:00,model1,cat3,225.40991165966,False
122,2023-06-01 03:00:00,model3,cat3,269.98992477886645,True
123,2023-06-01 03:00:00,model3,cat3,269.84183224881826,True
124,2023-06-01 03:00:00,model1,cat1,62.23735841004781,True
125,2023-06-01 03:01:00,model2,cat3,403.51072691297725,True
126,2023-06-01 03:07:00,model2,cat1,50.12645861094743,True
127,2023-06-01 03:07:00,model2,cat2,125.16300659994063,True
128,2023-06-01 03:08:00,model2,cat3,404.34226061307504,True
129,2023-06-01 03:12:00,model1,cat2,100.02196910112194,False
130,2023-06-01 03:13:00,model3,cat5,151.24539881968914,True
131,2023-06-01 03:13:00,model1,cat2,98.706238246031,False
132,2023-06-01 03:14:00,model3,cat1,36.90427453858354,True
133,2023-06-01 03:18:00,model1,cat5,189.51753641642895,True
134,2023-06-01 03:24:00,model3,cat2,74.24470711379436,False
135,2023-06-01 03:27:00,model1,cat4,11.08558915813824,False
136,2023-06-01 03:27:00,model2,cat3,405.05635156597464,False
137,2023-06-01 03:28:00,model2,cat4,5.733668087282006,False
138,2023-06-01 03:28:00,model3,cat1,38.58305561067983,False
139,2023-06-01 03:29:00,model1,cat3,225.2246629832896,False
140,2023-06-01 03:30:00,model1,cat3,226.47836088914278,True
141,2023-06-01 03:31:00,model1,cat4,9.62204190695857,False
142,2023-06-01 03:33:00,model3,cat3,270.5349162701877,True
143,2023-06-01 03:34:00,model3,cat1,37.67475178086751,True
144,2023-06-01 03:34:00,model3,cat4,16.76148397377824,True
145,2023-06-01 03:34:00,model2,cat3,404.9736204804619,False
146,2023-06-01 03:36:00,model2,cat2,124.49764156283983,True
147,2023-06-01 03:37:00,model3,cat3,268.7355468364979,False
148,2023-06-01 03:37:00,model3,cat2,74.89630171857826,True
149,2023-06-01 03:38:00,model2,cat2,125.94537832901447,True
150,2023-06-01 03:38:00,model1,cat4,10.384233695149831,False
151,2023-06-01 03:38:00,model1,cat2,99.42572936896538,False
152,2023-06-01 03:39:00,model2,cat4,4.740465619215954,False
153,2023-06-01 03:41:00,model3,cat2,74.31229416344475,True
154,2023-06-01 03:42:00,model3,cat4,14.70569914731081,False
155,2023-06-01 03:45:00,model1,cat5,187.49921392600734,True
156,2023-06-01 03:46:00,model1,cat2,100.27023151422391,True
157,2023-06-01 03:47:00,model2,cat3,404.1320803365018,False
158,2023-06-01 03:47:00,model3,cat5,151.34806210489023,True
159,2023-06-01 03:47:00,model2,cat2,124.9159994153655,True
160,2023-06-01 03:50:00,model3,cat4,14.362982081737751,False
161,2023-06-01 03:50:00,model1,cat4,8.196044025327227,False
162,2023-06-01 03:51:00,model3,cat5,149.25850159381307,True
163,2023-06-01 03:54:00,model1,cat2,101.0972599838082,True
164,2023-06-01 03:54:00,model1,cat1,61.99792529148255,True
165,2023-06-01 03:56:00,model3,cat2,74.61204779959982,True
166,2023-06-01 04:00:00,model1,cat3,223.26122270129642,True
167,2023-06-01 04:00:00,model3,cat5,150.63611041118125,False
168,2023-06-01 04:01:00,model2,cat4,5.137696759311884,False
169,2023-06-01 04:03:00,model2,cat5,113.13206770077494,True
170,2023-06-01 04:04:00,model3,cat5,150.15816780276361,True
171,2023-06-01 04:05:00,model3,cat5,150.25479671294252,True
172,2023-06-01 04:06:00,model2,cat2,127.15675111105749,False
173,2023-06-01 04:07:00,model3,cat2,75.2370771874857,True
174,2023-06-01 04:08:00,model1,cat4,10.341407088924647,False
175,2023-06-01 04:09:00,model3,cat2,77.15783003611605,True
176,2023-06-01 04:11:00,model3,cat2,75.9367261712688,True
177,2023-06-01 04:14:00,model3,cat1,37.548748114418,True
178,2023-06-01 04:16:00,model3,cat1,39.39307479476838,True
179,2023-06-01 04:17:00,model2,cat3,403.5388236648363,True
180,2023-06-01 04:17:00,model1,cat2,100.2812153142342,True
181,2023-06-01 04:18:00,model1,cat5,188.3725807969006,True
182,2023-06-01 04:19:00,model3,cat4,15.637106463136178,True
183,2023-06-01 04:20:00,model2,cat5,112.16675850645186,True
184,2023-06-01 04:22:00,model1,cat4,10.708230592872837,False
185,2023-06-01 04:23:00,model2,cat5,112.13939282221727,True
186,2023-06-01 04:24:00,model1,cat1,63.44599570355298,False
187,2023-06-01 04:24:00,model2,cat3,404.48593550355696,True
188,2023-06-01 04:26:00,model1,cat5,187.67507754613698,True
189,2023-06-01 04:29:00,model2,cat4,5.162400651624027,False
190,2023-06-01 04:31:00,model3,cat5,150.1949800614684,True
191,2023-06-01 04:34:00,model3,cat2,73.0358617533774,True
192,2023-06-01 04:37:00,model3,cat3,270.04188009893113,True
193,2023-06-01 04:39:00,model1,cat2,98.29954592993982,True
194,2023-06-01 04:39:00,model1,cat4,9.640143610533283,False
195,2023-06-01 04:39:00,model2,cat4,4.121671091303644,False
196,2023-06-01 04:41:00,model2,cat2,125.69184825099538,True
197,2023-06-01 04:44:00,model2,cat4,6.00358377842547,False
198,2023-06-01 04:44:00,model2,cat1,49.80469747598913,False
199,2023-06-01 04:45:00,model2,cat2,126.20940599267436,True
200,2023-06-01 04:48:00,model3,cat2,75.56865539935892,True
201,2023-06-01 04:49:00,model3,cat2,75.63679910277541,False
202,2023-06-01 04:49:00,model3,cat3,270.88569311620864,True
203,2023-06-01 04:50:00,model3,cat1,36.779598399939466,True
204,2023-06-01 04:55:00,model2,cat4,5.684167597060521,False
205,2023-06-01 04:57:00,model2,cat2,125.50973016543489,True
206,2023-06-01 04:58:00,model3,cat2,74.79365956418403,False
207,2023-06-01 05:01:00,model2,cat3,405.8696232222484,False
208,2023-06-01 05:04:00,model1,cat3,225.98836425124108,False
209,2023-06-01 05:05:00,model1,cat2,100.16880206831682,True
210,2023-06-01 05:05:00,model3,cat3,271.4765563726474,True
211,2023-06-01 05:06:00,model2,cat2,123.74022588936862,True
212,2023-06-01 05:06:00,model3,cat1,35.20244608742142,False
213,2023-06-01 05:07:00,model3,cat5,150.57583586688233,True
214,2023-06-01 05:09:00,model2,cat2,125.59870874484575,True
215,2023-06-01 05:10:00,model2,cat5,113.53231727526665,True
216,2023-06-01 05:11:00,model1,cat1,61.18988732633228,True
217,2023-06-01 05:12:00,model1,cat4,10.354582644989932,False
218,2023-06-01 05:13:00,model3,cat1,37.57279458351325,True
219,2023-06-01 05:13:00,model3,cat4,14.643561895863666,False
220,2023-06-01 05:14:00,model2,cat2,124.2164642827603,True
221,2023-06-01 05:15:00,model1,cat4,8.048821333150125,False
222,2023-06-01 05:16:00,model3,cat5,150.4136250908411,True
223,2023-06-01 05:21:00,model2,cat3,404.7973883887511,True
224,2023-06-01 05:22:00,model1,cat3,225.0813891009702,True
225,2023-06-01 05:23:00,model2,cat5,114.58399974442118,True
226,2023-06-01 05:24:00,model1,cat4,7.750818746284601,False
227,2023-06-01 05:25:00,model3,cat1,37.68107193295652,True
228,2023-06-01 05:27:00,model2,cat1,49.23703706117546,True
229,2023-06-01 05:29:00,model3,cat4,15.81253178955147,False
230,2023-06-01 05:31:00,model1,cat5,187.38301248639763,True
231,2023-06-01 05:32:00,model1,cat5,187.62453740151835,True
232,2023-06-01 05:32:00,model2,cat2,125.00291182077656,True
233,2023-06-01 05:32:00,model1,cat1,61.233243290252474,True
234,2023-06-01 05:34:00,model1,cat4,9.161768608865028,False
235,2023-06-01 05:35:00,model3,cat1,36.83907667874231,True
236,2023-06-01 05:36:00,model2,cat1,49.59034067773723,True
237,2023-06-01 05:39:00,model3,cat4,14.032962030277098,False
238,2023-06-01 05:39:00,model3,cat1,39.12026955635709,True
239,2023-06-01 05:41:00,model3,cat3,270.40841491163377,False
240,2023-06-01 05:43:00,model2,cat2,124.9171623111528,True
241,2023-06-01 05:44:00,model3,cat1,38.69178280173498,True
242,2023-06-01 05:44:00,model2,cat1,49.531520976128,True
243,2023-06-01 05:47:00,model3,cat1,37.72729317082691,True
244,2023-06-01 05:50:00,model2,cat2,125.22657495411762,True
245,2023-06-01 05:50:00,model1,cat4,8.452340084582577,False
246,2023-06-01 05:55:00,model2,cat5,112.28493761567158,True
247,2023-06-01 05:55:00,model2,cat1,48.45797701246089,True
248,2023-06-01 05:56:00,model3,cat1,36.773834425439155,True
249,2023-06-01 06:04:00,model3,cat5,150.53869807054295,False
250,2023-06-01 06:04:00,model2,cat4,4.56516253443681,False
251,2023-06-01 06:04:00,model3,cat5,150.20704694750776,True
252,2023-06-01 06:06:00,model3,cat5,151.40514952700207,True
253,2023-06-01 06:07:00,model1,cat2,99.15906239719313,True
254,2023-06-01 06:08:00,model1,cat2,100.13305116004312,True
255,2023-06-01 06:08:00,model2,cat1,48.66684077917488,True
256,2023-06-01 06:13:00,model2,cat4,3.549996789908908,False
257,2023-06-01 06:13:00,model2,cat1,50.487098382905295,True
258,2023-06-01 06:16:00,model2,cat5,110.9508790481844,True
